Status,ExternalReference,DistributionChannel,UserLanguage,Q2,Q3,Q2.1,Q3.1,Q4,Q27,Q28,Q29,Q30,Q42,Q43,Q44,Q50,Q45,Q13,Q14,Q15,Q32,Q33,Q34,Q35,Q36,Q46,Q47,Q48,Q49,Q18,Q37,Q38,Q39,Q40,Q41,Q32.1,Q33.1,Q34.1,Q35.1,Q36.1,Q37.1,Q38.1,Q39.1,Q40.1,Q41.1,Q42.1,Q43.1,gender,gender_4_TEXT,age,nationality
IP Address,,anonymous,EN-GB,Yes,665f1046b8c8f52876a4849c,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat dissatisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A lot,A lot,A lot,A moderate amount,Sometimes,A little,Somewhat,A lot,A little,A moderate amount,A little,A moderate amount,None at all,A lot,A lot,A lot,A moderate amount,A moderate amount,A great deal,A lot,A moderate amount,A little,A lot,A moderate amount,A moderate amount,A great deal,A lot,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A lot,A great deal,Non-binary / third gender,,22,SOUTH AFRICAN
IP Address,,anonymous,EN-GB,Yes,669160d099dd00ed460fe653,Somewhat agree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,A lot,A lot,A lot,None at all,About half the time,A lot,A lot,Not at all,None at all,A moderate amount,A great deal,A great deal,A lot,None at all,A moderate amount,A little,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A moderate amount,A great deal,Male,,29,South African 
IP Address,,anonymous,EN-GB,Yes,6671d6c481d3578f72ab157f,Somewhat agree,Somewhat agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A lot,A moderate amount,A great deal,Most of the time,A lot,Somewhat,Somewhat,A moderate amount,A lot,A lot,A lot,A lot,A great deal,A lot,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A lot,A great deal,A lot,A lot,A lot,A great deal,A lot,A lot,A great deal,A lot,A lot,A moderate amount,A lot,A moderate amount,Male,,33,South Africa
IP Address,,anonymous,EN-GB,Yes,66bee53cfe67b3e6342cb2ba,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,A moderate amount,A moderate amount,A moderate amount,A lot,About half the time,A lot,A lot,Completely,A lot,A great deal,A lot,A lot,A lot,A lot,A great deal,A lot,A lot,A little,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A lot,A great deal,A great deal,A lot,A great deal,A lot,A moderate amount,A lot,A lot,A great deal,A great deal,A great deal,Female,,34,South African 
IP Address,,anonymous,EN-GB,Yes,61257cc7d68c59c876dad72b,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,A moderate amount,A moderate amount,A moderate amount,A lot,Never,Somewhat,Somewhat,Somewhat,A moderate amount,A little,A moderate amount,A moderate amount,,A moderate amount,A great deal,A moderate amount,A moderate amount,A little,A lot,A lot,A lot,A great deal,A great deal,A moderate amount,A lot,A moderate amount,A moderate amount,A great deal,A lot,A moderate amount,A little,A lot,A little,A moderate amount,A moderate amount,Female,,22,african
IP Address,,anonymous,EN-GB,Yes,664c7f8d5a2b5a70d8c6f574,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,A great deal,A lot,A lot,None at all,Sometimes,A lot,Somewhat,A little,None at all,A little,None at all,A moderate amount,None at all,A lot,A lot,A great deal,A great deal,A lot,A lot,A great deal,A lot,A great deal,A great deal,A moderate amount,A lot,A great deal,A lot,A lot,A lot,A great deal,A lot,A moderate amount,A moderate amount,A lot,A lot,Female,,32,Kenyan
IP Address,,anonymous,EN-GB,Yes,663b7c56cfcf4c8ef34b5675,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,A lot,A great deal,A little,A great deal,Always,Completely,Somewhat,Not at all,None at all,A moderate amount,A moderate amount,A moderate amount,None at all,A great deal,A great deal,A great deal,None at all,None at all,A great deal,A great deal,A moderate amount,A great deal,A great deal,A lot,A lot,A great deal,A great deal,A moderate amount,A little,A great deal,A great deal,A moderate amount,A little,A little,A little,Female,,28,South African
IP Address,,anonymous,EN-GB,Yes,66adfbebd6f0020399d3aeb2,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,A moderate amount,A moderate amount,A moderate amount,A lot,Sometimes,Not at all,Not at all,Not at all,None at all,None at all,None at all,None at all,None at all,A lot,A lot,A great deal,A moderate amount,A lot,A lot,A great deal,A great deal,A lot,A lot,A lot,A moderate amount,A great deal,A moderate amount,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A moderate amount,Male,,27,South African
IP Address,,anonymous,EN-GB,Yes,611fb1635c5f446a6bb2848d,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A moderate amount,A great deal,A great deal,A great deal,Sometimes,A lot,Completely,Somewhat,None at all,A great deal,A great deal,A great deal,None at all,A lot,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A lot,A great deal,A great deal,Female,,26,South African
IP Address,,anonymous,EN-GB,Yes,5fd391f111059f000ac10cde,Strongly agree,Strongly agree,Somewhat agree,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A lot,A lot,A lot,A lot,Sometimes,A little,Not at all,Not at all,None at all,None at all,A little,A little,None at all,None at all,A little,None at all,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,A lot,A lot,A moderate amount,A lot,A great deal,A lot,A lot,A great deal,A lot,A great deal,A great deal,Female,,30,South African
IP Address,,anonymous,EN-GB,Yes,614abc44acc108636a702aa9,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A moderate amount,A lot,A great deal,A great deal,Sometimes,A little,A lot,A lot,None at all,A great deal,A great deal,A great deal,None at all,A moderate amount,A moderate amount,A lot,A great deal,A moderate amount,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A lot,A lot,A great deal,A great deal,Male,,25,South African
IP Address,,anonymous,EN-GB,Yes,66d8f2111f1a60aeca1c3599,Somewhat disagree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,A great deal,A lot,None at all,A little,Sometimes,Somewhat,Somewhat,Somewhat,None at all,None at all,None at all,None at all,None at all,A moderate amount,None at all,A little,A lot,A moderate amount,A lot,None at all,None at all,A moderate amount,A great deal,A moderate amount,A moderate amount,None at all,A lot,A moderate amount,A little,A lot,A moderate amount,None at all,None at all,None at all,None at all,Female,,67,South African
IP Address,,anonymous,EN-GB,Yes,664d01a8e8a3420b747c6c26,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A lot,A great deal,A moderate amount,Sometimes,Somewhat,A lot,Not at all,None at all,None at all,None at all,None at all,,A little,A moderate amount,A lot,A great deal,A lot,A lot,A moderate amount,A great deal,A little,A lot,A little,None at all,A little,A lot,A lot,A lot,A great deal,A little,None at all,A little,A moderate amount,A moderate amount,Male,,25,American
IP Address,,anonymous,EN-GB,Yes,5efdb1ed5b71be024f8e2104,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,A great deal,A great deal,None at all,A moderate amount,Never,Somewhat,A lot,A lot,A little,A little,None at all,None at all,A little,A lot,None at all,A lot,A great deal,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,A moderate amount,A little,None at all,A great deal,A lot,A great deal,A great deal,A lot,None at all,A great deal,A great deal,A little,Male,,27,South African
IP Address,,anonymous,EN-GB,Yes,666938a68c36057d8ab74e9d,Strongly agree,Somewhat agree,Somewhat agree,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,A little,A lot,A lot,A moderate amount,Most of the time,A lot,A lot,A lot,A lot,A moderate amount,,,,A lot,A lot,A lot,A moderate amount,A lot,A lot,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A lot,A lot,Female,,25,SOUTH AFRICAN
IP Address,,anonymous,EN-GB,Yes,666992d278d52875e22a2597,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,A moderate amount,A lot,A moderate amount,A lot,Sometimes,Somewhat,A lot,Somewhat,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A little,A moderate amount,A little,A moderate amount,A moderate amount,A little,Male,,18,Polish
IP Address,,anonymous,EN-GB,Yes,664e2bcd8427c10022c3404b,Somewhat disagree,Strongly disagree,Strongly Disagree,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A lot,A great deal,A moderate amount,Sometimes,Completely,Completely,Not at all,None at all,A little,None at all,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,A great deal,A moderate amount,A great deal,A great deal,A lot,A little,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A little,A moderate amount,A little,None at all,A great deal,A great deal,A great deal,Female,,23,South African
IP Address,,anonymous,EN-GB,Yes,5f6914e252f8200ebfec8422,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A great deal,A moderate amount,A lot,Sometimes,A lot,A lot,Somewhat,A moderate amount,A lot,A lot,A lot,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A little,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Female,,71,American (USA)
IP Address,,anonymous,EN-GB,Yes,665ee79f4163abc138a0a093,Strongly agree,Strongly agree,Strongly agree,Somewhat satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A moderate amount,A great deal,A lot,None at all,Sometimes,A lot,A little,Not at all,None at all,None at all,None at all,None at all,A little,A lot,A lot,None at all,A great deal,None at all,A lot,A lot,A lot,None at all,A lot,A moderate amount,A lot,A lot,A little,A lot,A lot,A little,A little,None at all,A lot,A lot,A great deal,Female,,26,Kenyan
IP Address,,anonymous,EN-GB,Yes,614f1b37328fdda3bff00826,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A moderate amount,A moderate amount,A moderate amount,Sometimes,A little,A little,A little,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,A lot,A moderate amount,A moderate amount,A little,A little,A little,None at all,A little,A little,A little,A moderate amount,A little,A little,A little,A little,A moderate amount,A moderate amount,A moderate amount,Female,,46,zimbabwean
IP Address,,anonymous,EN-GB,Yes,66a4f3d47c78be273dc2f2ad,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,A moderate amount,A moderate amount,A moderate amount,A great deal,About half the time,Somewhat,A lot,Completely,A lot,A lot,A great deal,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A moderate amount,A great deal,A great deal,A lot,A great deal,A great deal,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,A lot,A moderate amount,A great deal,A great deal,A lot,A lot,A lot,Female,,43,South African 
IP Address,,anonymous,EN-GB,Yes,65e85a421f2dee53c62fbf45,Strongly agree,Strongly agree,Strongly agree,Somewhat satisfied,Extremely satisfied,Somewhat dissatisfied,Somewhat satisfied,A little,A lot,A great deal,A great deal,Sometimes,Completely,Somewhat,A lot,A moderate amount,A little,A little,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A moderate amount,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A lot,A moderate amount,A great deal,A lot,A lot,A little,A great deal,A lot,A great deal,Male,,22,South Africa
IP Address,,anonymous,EN-GB,Yes,65fb3da16d2bed856350d7a3,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Extremely satisfied,Extremely dissatisfied,Extremely satisfied,A moderate amount,A little,A lot,A little,Sometimes,A little,A little,A little,A lot,A lot,A moderate amount,A lot,A lot,A lot,A moderate amount,A moderate amount,A lot,A little,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,Female,,29,Kenyan
IP Address,,anonymous,EN-GB,Yes,6104921c0cd5d47f9ec1d719,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Extremely satisfied,Somewhat satisfied,Extremely satisfied,A great deal,A great deal,A great deal,A lot,Always,A lot,Somewhat,A lot,A lot,A lot,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Female,,29,South Africa
IP Address,,anonymous,EN-GB,Yes,602eda053a3b7ab564f938f5,Somewhat agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A little,A moderate amount,A little,A moderate amount,Sometimes,Somewhat,Somewhat,A little,A little,A little,A little,A little,A little,A moderate amount,A moderate amount,A little,A moderate amount,A little,A little,A little,A little,A little,A little,A moderate amount,A little,A moderate amount,A lot,A moderate amount,A moderate amount,A little,A little,A moderate amount,A little,A little,A little,Male,,30,portuguese
IP Address,,anonymous,EN-GB,Yes,616c6a09431cb82a7a8b77c4,Strongly agree,Strongly agree,Strongly agree,Extremely dissatisfied,Somewhat satisfied,Extremely dissatisfied,Somewhat satisfied,A great deal,None at all,None at all,A great deal,About half the time,A little,A lot,Completely,A little,A lot,A lot,A lot,A moderate amount,A moderate amount,None at all,A moderate amount,A great deal,A lot,A lot,A moderate amount,A great deal,A lot,A great deal,A lot,A little,A moderate amount,A lot,A lot,A lot,A great deal,A moderate amount,A lot,A great deal,A great deal,A moderate amount,Non-binary / third gender,,27,Portuguese
IP Address,,anonymous,EN-GB,Yes,612fb3ff9de32163155ceaf3,Somewhat agree,Somewhat agree,Somewhat agree,Extremely dissatisfied,Extremely satisfied,Somewhat dissatisfied,Somewhat satisfied,A great deal,A great deal,A lot,A lot,Never,Completely,A little,A lot,None at all,A little,A little,A little,None at all,A moderate amount,A moderate amount,A little,A lot,A great deal,A lot,A lot,A great deal,A lot,A great deal,A moderate amount,A moderate amount,A little,A moderate amount,A moderate amount,A moderate amount,A great deal,A lot,A little,A moderate amount,A moderate amount,A moderate amount,Female,,25,South African 
IP Address,,anonymous,EN-GB,Yes,5e2ed530b023d54a78782c6c,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat dissatisfied,Extremely satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A moderate amount,A lot,A moderate amount,A little,Sometimes,Somewhat,A lot,Somewhat,None at all,A moderate amount,A little,A little,None at all,A moderate amount,A moderate amount,A great deal,A lot,A little,A moderate amount,A lot,A lot,A lot,A lot,A great deal,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,A lot,A little,A little,A moderate amount,A lot,A little,Male,,25,Poland
IP Address,,anonymous,EN-GB,Yes,5fa70cccd48dee41c52e937b,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,A great deal,A lot,A moderate amount,A great deal,Sometimes,A little,Somewhat,A little,A moderate amount,A little,A little,None at all,A great deal,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A little,A lot,A great deal,A lot,A little,A little,A little,A moderate amount,A moderate amount,A little,None at all,A little,A moderate amount,A little,A moderate amount,A great deal,A little,Male,,25,English
IP Address,,anonymous,EN-GB,Yes,664b33c939ab486472a88ace,Strongly agree,Strongly agree,Somewhat agree,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,A little,A little,A moderate amount,A lot,Sometimes,Somewhat,A little,A little,A moderate amount,A lot,,A little,None at all,None at all,,A moderate amount,A lot,A little,A moderate amount,A lot,None at all,A little,A little,A great deal,A lot,None at all,A moderate amount,None at all,None at all,A moderate amount,A little,A little,A little,A little,None at all,Male,,25,kenyan
IP Address,,anonymous,EN-GB,Yes,5755c957eb80c4000741a9ce,Somewhat agree,Strongly agree,Strongly agree,Extremely satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Neither satisfied nor dissatisfied,A little,A great deal,A great deal,None at all,Sometimes,Somewhat,Completely,Not at all,None at all,A moderate amount,None at all,A little,None at all,A moderate amount,None at all,A little,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,A moderate amount,A moderate amount,A lot,A little,A lot,A great deal,A lot,A little,A little,A little,A little,Male,,41,British
IP Address,,anonymous,EN-GB,Yes,664f19dd49df83722ff540ec,Strongly agree,Strongly agree,Strongly agree,Somewhat dissatisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A lot,A lot,A great deal,A great deal,About half the time,Somewhat,Completely,Somewhat,None at all,A great deal,A lot,A great deal,A little,A great deal,A great deal,A great deal,A great deal,A lot,A moderate amount,A moderate amount,A great deal,None at all,A great deal,A lot,A moderate amount,A great deal,A lot,A great deal,A great deal,A lot,A great deal,None at all,A great deal,A great deal,A great deal,Female,,23,Kenyan
IP Address,,anonymous,EN-GB,Yes,6149a45b3d738d7cdc7f930c,Somewhat agree,Strongly disagree,Somewhat agree,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,A lot,A little,A moderate amount,A lot,Most of the time,A little,Somewhat,Somewhat,A lot,A little,A lot,A moderate amount,None at all,A lot,A little,A moderate amount,None at all,A lot,A moderate amount,A little,A moderate amount,A moderate amount,A little,A lot,A moderate amount,A lot,A little,A lot,A lot,A moderate amount,A moderate amount,A little,A lot,A moderate amount,A moderate amount,Female,,26,south african
IP Address,,anonymous,EN-GB,Yes,66efd5e66ba717382fed93ee,Somewhat agree,Somewhat agree,Somewhat agree,Extremely satisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,A great deal,A lot,A great deal,A great deal,Never,Completely,Completely,A lot,A moderate amount,A lot,A lot,A lot,A lot,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,A great deal,A moderate amount,A lot,A moderate amount,A lot,A great deal,A great deal,A great deal,A lot,A lot,A great deal,A moderate amount,A great deal,A great deal,A great deal,Female,,64,South African
